"TDate","Nat","Name","InOut","ClubFrom","DivFrom","ClubTo","DivTo","Amount"
"16/06","France","A.  Frutos","out","Metz","France","Châteauroux",NA,"Loan"
"26/06","France","Johan Liébus","out","Metz","France","Gueugnon",NA,""
"01/07","France","Ludovic Butelle","out","Metz","France","Valencia CF","Spain","Free"
"01/07","Côte d'Ivoire","Serge Dié","out","Metz","France","Nice",NA,"Return from loan"
"01/07","France","T.  Maoulida","out","Metz","France","Rennes",NA,"Return from loan"
"01/07","France","Stéphane Noro","out","Metz","France","Sedan",NA,"Return from loan"
"01/07","France","Bruno Rodriguez","out","Metz","France","Clermont",NA,"Free"
"01/07","Algérie","Hakim Saci","out","Metz","France",NA,NA,""
"03/07","France","C.  Walter","out","Metz","France","Reims",NA,"Loan"
"22/07","France","Mario Espartero","out","Metz","France","La Louvière","Belgium","Loan"
"25/07","Sénégal","Pape Thiaw","out","Metz","France","Alavés","Spain",""
"30/08","France","S.  Morisot","out","Metz","France","Sedan",NA,"Loan"
"31/08","France","Sylvain Marchal","out","Metz","France","Châteauroux",NA,"Loan"
"31/01","France","Franck Ribéry","out","Metz","France","Galatasaray","Turkey","2.5 M€"
"12/06","Brésil","Maicon","in","Cruzeiro","Brazil","Monaco","France","3 M€"
"24/06","France","F.  Modesto","in","Cagliari","Italy","Monaco","France","Free"
"01/07","France","Fabien Audard","in","Lorient",NA,"Monaco","France","Loan"
"01/07","Sénégal","S.  Camara","in","Guingamp",NA,"Monaco","France","Return from loan"
"01/07","Suède","Pontus Farnerud","in","Strasbourg",NA,"Monaco","France","Return from loan"
"01/07","France","G.  Lacombe","in","AC Ajaccio",NA,"Monaco","France","Return from loan"
"16/07","Uruguay","J.  Chevantón","in","Lecce","Italy","Monaco","France","10 M€"
"16/07","Uruguay","Diego Pérez","in","Peñarol","Uruguay","Monaco","France","Free"
"21/07","Sierra Léone","Mohamed Kallon","in","Inter Milan","Italy","Monaco","France","4 M€"
"30/08","Argentine","Javier Saviola","in","Barça","Spain","Monaco","France","Loan"
"16/05","France","G.  Warmuz","in","Dortmund","Germany","Monaco","France",""
"07/06","France","Nicolas Raynier","out","Monaco","France","Lille",NA,""
"07/06","Sénégal","Tony Sylva","out","Monaco","France","Lille",NA,"Free"
"28/06","France","Jérôme Rothen","out","Monaco","France","Paris S-G",NA,"10 M€"
"29/06","France","Ludovic Giuly","out","Monaco","France","Barça","Spain","8.5 M€"
"30/06","France","Pierre Svara","out","Monaco","France",NA,NA,"chairman"
"01/07","France","Edouard Cissé","out","Monaco","France","Paris S-G",NA,"Return from loan"
"01/07","Argentine","Hugo Ibarra","out","Monaco","France","Espanyol","Spain","Loan"
"01/07","Espagne","F.  Morientes","out","Monaco","France","Real Madrid","Spain","Return from loan"
"01/07","Croatie","Dado Prso","out","Monaco","France","Rangers","Scotland","Free"
"26/07","France","Sébastien Grax","out","Monaco","France","Troyes",NA,"Loan"
"28/07","France","S.  Porato","out","Monaco","France","AC Ajaccio",NA,"Free"
"17/01","France","Jimmy Juan","out","Monaco","France","Ipswich","England","Loan"
"24/01","France","Jim Ablancourt","out","Monaco","France","Ruzomberok","Slovakia",""
"24/05","Guadeloupe","A.  Capoue","in","Romorantin",NA,"Nantes","France","Free"
"09/06","Colombie","A.  Viveros","in","Boavista","Portugal","Nantes","France",""
"01/07","France","Xavier Bernain","in","Istres",NA,"Nantes","France","fitness coach"
"01/07","Guinée-Bissau","Bocundji Ca","in",NA,NA,"Nantes","France",""
"01/07","Paraguay","J. C.  Cáceres","in","Olimpia","Paraguay","Nantes","France",""
"01/07","Serbie","Dimitrijevic","in",NA,NA,"Nantes","France",""
"01/07","France","Denis Stinat","in","Bayonne",NA,"Nantes","France",""
"01/07","France","J.-C. Suaudeau","in",NA,NA,"Nantes","France","Sporting Director"
"01/07","France","Alexis Thébaux","in","TEFC",NA,"Nantes","France",""
"14/07","Mali","M.  Bagayoko","in","AC Ajaccio",NA,"Nantes","France",""
"22/07","Roumanie","Florin Bratu","in","Galatasaray","Turkey","Nantes","France","3 M€"
"01/01","Mali","Mamadou Diallo","in","USM Alger","Algeria","Nantes","France","700 k€"
"01/01","France","Franck Mantaux","in","Châteauroux",NA,"Nantes","France","goalkeeping coach"
"31/01","France","G.  Norbert","in","Angers",NA,"Nantes","France",""
"25/06","Cameroun","J.-H. Ateba","out","Nantes","France","Paris S-G",NA,"Free"
"28/06","France","Nicolas Gillet","out","Nantes","France","Lens",NA,"Free"
"28/06","Colombie","Mario Yepes","out","Nantes","France","Paris S-G",NA,"10 M€"
"01/07","France","Sylvain Armand","out","Nantes","France","Paris S-G",NA,"5 M€"
"01/07","France","Marc Boucher","out","Nantes","France",NA,NA,""
"01/07","Roumanie","Viorel Moldovan","out","Nantes","France","Servette","Switzerland","Free"
"11/07","France","Stéphane Ziani","out","Nantes","France","Servette","Switzerland","Free"
"13/07","Tahiti","Marama Vahirua","out","Nantes","France","Nice",NA,"500 k€"
"05/08","France","Mathieu Berson","out","Nantes","France","Aston Villa","England","2.3 M€"
"01/11","France","Willy Grondin","out","Nantes","France","Le Mans",NA,"Loan"
"01/01","Gabon","Shiva N'Zigou","out","Nantes","France","Gueugnon",NA,"Loan"
"02/01","France","Loïc Amisse","out","Nantes","France",NA,NA,"manager"
"23/01","France","Hassan Ahamada","out","Nantes","France","Beira Mar","Portugal","Loan"
"25/05","France","Florian Jarjat","in","Valence",NA,"Nice","France",""
"30/05","France","S.  Roudet","in","Châteauroux",NA,"Nice","France",""
"31/05","Autriche","Roland Linz","in","Admira","Austria","Nice","France","Loan"
"04/06","Guadeloupe","O.  Fauconnier","in","Le Havre",NA,"Nice","France","Free"
"01/07","Côte d'Ivoire","Serge Ayeli","in","Châteauroux",NA,"Nice","France","Return from loan"
"01/07","Côte d'Ivoire","Serge Dié","in","Metz",NA,"Nice","France","Return from loan"
"13/07","Tahiti","Marama Vahirua","in","Nantes",NA,"Nice","France","500 k€"
"31/07","Nigeria","Victor Agali","in","Schalke 04","Germany","Nice","France",""
"24/08","France","Florent Balmont","in","Lyon",NA,"Nice","France","1.5 M€"
"25/08","France","F.  Grenet","in","Rennes",NA,"Nice","France","Free"
"30/08","Belgique","R.  Bisconti","in","Standard","Belgium","Nice","France",""
"31/08","Lituanie","E.  Jankauskas","in","FC Porto","Portugal","Nice","France","Loan"
"27/01","Brésil","Ederson","in","Juventude","Brazil","Nice","France","Loan"
"31/01","France","Martin Djetou","in","Fulham","England","Nice","France","Free"
"13/04","Italie","Marco Simone","out","Nice","France",NA,NA,"Free"
"27/04","Algérie","A.  Cherrad","out","Nice","France","ES Tunis","Tunisia","Loan"
"24/05","France","L.  Laslandes","out","Nice","France","Bordeaux",NA,""
"01/06","Côte d'Ivoire","Georges Ba","out","Nice","France","Montpellier",NA,"Loan"
"26/06","France","Oumar Bakari","out","Nice","France",NA,NA,"Free"
"01/07","Algérie","M.  Ben Haddou","out","Nice","France",NA,NA,""
"01/07","France","Thomas Joubert","out","Nice","France","Tours",NA,"youth coach"
"01/07","France","Eric Roy","out","Nice","France",NA,NA,""
"30/07","Brésil","Everson","out","Nice","France","Benfica","Portugal","1.2 M€"
"19/08","France","Romain Pitau","out","Nice","France","Sochaux",NA,""
"24/08","France","Noé Pamarot","out","Nice","France","Tottenham","England","2.4 M€"
"30/08","Belgique","P.  Léonard","out","Nice","France","Standard","Belgium","Free"
"31/08","Guadeloupe","O.  Fauconnier","out","Nice","France","Angers",NA,"Loan"
"16/12","Mali","Bakary Diakité","out","Nice","France","Wehen","Germany","Free"
"10/01","Côte d'Ivoire","Serge Ayeli","out","Nice","France","Lorient",NA,""
"10/01","France","Scaramozzino","out","Nice","France","Lorient",NA,"Loan"
"16/01","Autriche","Roland Linz","out","Nice","France","Sturm Graz","Austria","Loan"
"25/04","Allemagne","Gernot Rohr","out","Nice","France","Salzburg","Austria","manager"
"03/06","France","S.  Pichot","in","Lille",NA,"Paris S-G","France","Free"
"25/06","Cameroun","J.-H. Ateba","in","Nantes",NA,"Paris S-G","France","Free"
"28/06","France","Jérôme Rothen","in","Monaco",NA,"Paris S-G","France","10 M€"
"28/06","Colombie","Mario Yepes","in","Nantes",NA,"Paris S-G","France","10 M€"
"01/07","France","Sylvain Armand","in","Nantes",NA,"Paris S-G","France","5 M€"
"01/07","France","Edouard Cissé","in","Monaco",NA,"Paris S-G","France","Return from loan"
"01/07","France","Rudy Haddad","in","H Ashkelon","Israel","Paris S-G","France",""
"01/07","Nigeria","B.  Ogbeche","in","Bastia",NA,"Paris S-G","France","Return from loan"
"01/07","Portugal","Filipe Teixeira","in","Leiria","Portugal","Paris S-G","France","Return from loan"
"31/07","Bosnie-Herzégovine","Vedad Ibisevic","in","Chicago U-23","United States","Paris S-G","France","Free"
"16/08","Portugal","Hélder","in","Benfica","Portugal","Paris S-G","France","Free"
"26/08","France","F.  Pancrate","in","Le Mans",NA,"Paris S-G","France","3 M€"
"31/08","Martinique","C.-E. Coridon","in","Lens",NA,"Paris S-G","France",""
"25/01","Russie","Sergey Semak","in","CSKA Moscow","Russia","Paris S-G","France","2.5 M€"
"02/05","France","Pierre Blayau","in",NA,NA,"Paris S-G","France","chairman"
"02/06","RD Congo","Chiguy Lucau","out","Paris S-G","France","Le Mans",NA,""
"11/06","Argentine","Gabriel Heinze","out","Paris S-G","France","Man United","England","10 M€"
"27/06","France","Eric Cubilier","out","Paris S-G","France","Lens",NA,"Loan"
"29/06","France","Fréderic Déhu","out","Paris S-G","France","Marseille",NA,"Free"
"01/07","Argentine","J. P.  Sorín","out","Paris S-G","France","Cruzeiro","Brazil","Return from loan"
"10/07","Maroc","T.  El-Karkouri","out","Paris S-G","France","Charlton","England","Free"
"24/07","Sénégal","Habibou Traoré","out","Paris S-G","France","Angers",NA,""
"29/07","Côte d'Ivoire","Dja Djédjé","out","Paris S-G","France","Brest",NA,"Loan"
"04/08","Portugal","Hugo Leal","out","Paris S-G","France","FC Porto","Portugal","Free"
"10/08","France","Alioune Touré","out","Paris S-G","France","Guingamp",NA,"Loan"
"14/08","France","Romain Rocchi","out","Paris S-G","France","Bastia",NA,"Loan"
"31/08","France","F.  Fiorèse","out","Paris S-G","France","Marseille",NA,"3 M€"
"17/01","Bosnie-Herzégovine","Vedad Ibisevic","out","Paris S-G","France","Dijon",NA,"Loan"
"25/01","Nigeria","B.  Ogbeche","out","Paris S-G","France","Metz",NA,"Loan"
"08/02","Bosnie-Herzégovine","V.  Halilhodzic","out","Paris S-G","France",NA,NA,"manager"
"02/05","France","Francis Graille","out","Paris S-G","France",NA,NA,"président délégué"
"24/06","Suède","A.  Isaksson","in","Djurgaardens IF","Sweden","Rennes","France","Free"
"01/07","France","T.  Maoulida","in","Metz",NA,"Rennes","France","Return from loan"
"01/07","Sénégal","Moussa Sow","in","GFK","Turkey","Rennes","France",""
"03/07","Brésil","Adaílton","in","Vitória","Brazil","Rennes","France",""
"23/07","Cameroun","Perrier Doumbé","in","Auxerre",NA,"Rennes","France",""
"07/08","Croatie","Ivica Mornar","in","Portsmouth","England","Rennes","France","Loan"
"31/08","Brésil","Dudu Cearense","in","Kashiwa","Japan","Rennes","France","Loan"
"16/06","France","D.  Arribagé","out","Rennes","France","Toulouse FC",NA,"Free"
"22/06","Martinique","F.  Piquionne","out","Rennes","France","ASSE",NA,"3.5 M€"
"24/06","France","Tony Vairelles","out","Rennes","France","Bastia",NA,""
"01/07","République tchèque","Petr Cech","out","Rennes","France","Chelsea","England","13 M€"
"06/08","Sénégal","Lamine Diatta","out","Rennes","France","Lyon",NA,"Free"
"25/08","France","F.  Grenet","out","Rennes","France","Nice",NA,"Free"
"15/01","Brésil","Dudu Cearense","out","Rennes","France","Kashiwa","Japan","Return from loan"
"27/05","France","Arnaud Le Lan","out","Rennes","France","Guingamp",NA,""
"07/06","France","Elie Baup","in","Bordeaux",NA,"Saint-Etienne","France","manager"
"22/06","Martinique","F.  Piquionne","in","Rennes",NA,"Saint-Etienne","France","3.5 M€"
"24/06","Côte d'Ivoire","Didier Zokora","in","RC Genk","Belgium","Saint-Etienne","France","2 M€"
"01/07","France","Mouhamadou Dabo","in",NA,NA,"Saint-Etienne","France",""
"01/07","Mali","F.  Diawara","in","Laval",NA,"Saint-Etienne","France","Return from loan"
"01/07","France","J.-C. Hourcade","in","Toulouse FC",NA,"Saint-Etienne","France","fitness coach"
"01/07","Mauritanie","A.  Kamara","in",NA,NA,"Saint-Etienne","France",""
"03/07","France","Zoumana Camara","in","Lens",NA,"Saint-Etienne","France","Free"
"21/07","France","Ronan Le Crom","in","Guingamp",NA,"Saint-Etienne","France","Loan"
"03/08","France","A.  Le Tallec","in","Liverpool","England","Saint-Etienne","France","Loan"
"09/08","Espagne","Javier Garrido","in","Valencia CF","Spain","Saint-Etienne","France","Loan"
"18/08","Guinée","P.  Feindouno","in","Bordeaux",NA,"Saint-Etienne","France","3 M€"
"01/01","France","Daniel Sanchez","in","Bordeaux",NA,"Saint-Etienne","France","assistant manager"
"19/01","Sénégal","Lamine Sakho","in","Marseille",NA,"Saint-Etienne","France","Free"
"21/01","Tunisie","Alaeddine Yahia","in","Southampton","England","Saint-Etienne","France","Loan"
"02/06","France","F.  Antonetti","out","Saint-Etienne","France","Nice",NA,"manager"
"02/06","France","J.-M. De Zerbi","out","Saint-Etienne","France","Nice",NA,"assistant manager"
"03/06","France","Thomas Schmider","out","Saint-Etienne","France",NA,NA,"chairman"
"08/06","France","L.  Morestin","out","Saint-Etienne","France","Brest",NA,""
"01/07","Guinée","Pathé Bangoura","out","Saint-Etienne","France","Valence",NA,""
"01/07","France","Damien Comolli","out","Saint-Etienne","France",NA,NA,"Sporting Director"
"01/07","France","Fabien Debec","out","Saint-Etienne","France","Grenoble",NA,"Free"
"01/07","France","Damien Deom","out","Saint-Etienne","France","Choisy-le-Roi",NA,""
"01/07","France","Fabrice Jau","out","Saint-Etienne","France","Bastia",NA,"Return from loan"
"01/07","Qatar","Anas Mubarak","out","Saint-Etienne","France","Liberty","Ghana",""
"01/07","Sénégal","Alassane N'Dour","out","Saint-Etienne","France",NA,NA,""
"31/08","France","D.  Bridonneau","out","Saint-Etienne","France","Guingamp",NA,""
"18/10","Togo","Mickael Dogbé","out","Saint-Etienne","France",NA,NA,"Free"
"25/01","France","B.  Gomis","out","Saint-Etienne","France","Troyes",NA,"Loan"
"26/01","France","A.  Le Tallec","out","Saint-Etienne","France","Liverpool","England","Return from loan"
"28/01","Martinique","Mickaël Citony","out","Saint-Etienne","France","Sedan",NA,"Free"
"01/06","France","Maxime Josse","in","FCC","Switzerland","Sochaux","France",""
"01/07","Guinée-Bissau","B.  De Carvalho","in","Sedan",NA,"Sochaux","France","Return from loan"
"01/07","France","Jérémy Ménez","in","América","Mexico","Sochaux","France",""
"06/07","France","Lionel Potillon","in","R. Sociedad","Spain","Sochaux","France",""
"07/08","Brésil","Ilan","in","Atlético PR","Brazil","Sochaux","France","3 M€"
"19/08","France","Romain Pitau","in","Nice",NA,"Sochaux","France",""
"29/01","Togo","Mohamed Kader","in","Servette","Switzerland","Sochaux","France","Free"
"07/06","France","P.-A. Frau","out","Sochaux","France","Lyon",NA,"8.5 M€"
"29/06","France","B.  Pedretti","out","Sochaux","France","Marseille",NA,"5 M€"
"01/07","France","P.  Raschke","out","Sochaux","France",NA,NA,"Free"
"09/07","France","Mickaël Pagis","out","Sochaux","France","Strasbourg",NA,"500 k€"
"09/08","France","Maxence Flachez","out","Sochaux","France","Guingamp",NA,"Loan"
"30/08","Tunisie","Adel Chedli","out","Sochaux","France","Istres",NA,"Free"
"31/01","Guinée-Bissau","B.  De Carvalho","out","Sochaux","France","Brest",NA,""
"19/04","France","Alain Plet","in","Troyes",NA,"Strasbourg","France","directeur marketing"
"07/06","Tunisie","Karim Haggui","in","ESS","Tunisia","Strasbourg","France","1 M€"
"16/06","France","Rémy Vercoutre","in","Lyon",NA,"Strasbourg","France","Loan"
"24/06","Côte d'Ivoire","Arthur Boka","in","Beveren","Belgium","Strasbourg","France","1 M€"
"29/06","France","S.  Cassard","in","Troyes",NA,"Strasbourg","France","Free"
"01/07","Algérie","Habib Bellaïd","in","INF",NA,"Strasbourg","France",""
"01/07","France","Rudy Carlier","in",NA,NA,"Strasbourg","France",""
"01/07","Maroc","Nasser Larguet","in","Le Havre B",NA,"Strasbourg","France","scout"
"01/07","France","Philippe Sence","in","Le Havre",NA,"Strasbourg","France","goalkeeping coach"
"09/07","France","Mickaël Pagis","in","Sochaux",NA,"Strasbourg","France","500 k€"
"24/07","France","Pascal Johansen","in","Marseille",NA,"Strasbourg","France","Loan"
"24/05","France","Fabrice Ehret","out","Strasbourg","France","Anderlecht","Belgium","Free"
"10/06","Suède","Mikael Dorsin","out","Strasbourg","France","Rosenborg","Norway",""
"21/06","France","C.  Martins","out","Strasbourg","France","Clermont",NA,"Free"
"01/07","Suède","Pontus Farnerud","out","Strasbourg","France","Monaco",NA,"Return from loan"
"01/07","France","V.  Fernandez","out","Strasbourg","France","Châteauroux",NA,"Free"
"01/07","France","Pascal Janin","out","Strasbourg","France","Brest",NA,"goalkeeping coach"
"01/07","République tchèque","David Kobylik","out","Strasbourg","France","Sigma","Czech Republic",""
"01/07","France","C.  Moukouri","out","Strasbourg","France","Cherbourg",NA,""
"22/07","France","Cyril Chapuis","out","Strasbourg","France","AC Ajaccio",NA,"Loan"
"02/08","République tchèque","Vaclav Drobny","out","Strasbourg","France","Aston Villa","England","Loan"
"03/10","France","A.  Kombouaré","out","Strasbourg","France",NA,NA,"manager"
"27/05","France","Pantxi Sirieix","in","Auxerre",NA,"Toulouse FC","France","Free"
"10/06","France","Daniel Moreira","in","Lens",NA,"Toulouse FC","France","Free"
"15/06","France","S.  Dalmat","in","Inter Milan","Italy","Toulouse FC","France","Loan"
"18/06","France","D.  Arribagé","in","Rennes",NA,"Toulouse FC","France","Free"
"01/07","France","Nicolas Douchez","in","Le Havre",NA,"Toulouse FC","France","Free"
"01/07","France","T.  Giresse","in","Le Havre",NA,"Toulouse FC","France","Return from loan"
"01/07","France","J.-F. Soucasse","in","Nîmes",NA,"Toulouse FC","France","directeur général adjoint"
"01/07","France","David Suarez","in","Amiens",NA,"Toulouse FC","France",""
"25/07","France","François Clerc","in","Lyon B",NA,"Toulouse FC","France","Loan"
"01/06","France","Florent Balmont","out","Toulouse FC","France","Lyon",NA,"Return from loan"
"02/06","France","C.  Avezac","out","Toulouse FC","France","Metz",NA,"Free"
"07/06","France","J.  Moreau","out","Toulouse FC","France","Rouen",NA,"Free"
"10/06","France","Jérémy Blayac","out","Toulouse FC","France","Reims",NA,"Free"
"17/06","France","Sylvain Didot","out","Toulouse FC","France","Reims",NA,"Free"
"17/06","Brésil","Fernandão","out","Toulouse FC","France","Internacional","Brazil",""
"01/07","France","J.-C. Hourcade","out","Toulouse FC","France","ASSE",NA,"fitness coach"
"04/07","France","Cédric Fauré","out","Toulouse FC","France","Guingamp",NA,"Loan"
"06/07","France","Aurélien Mazel","out","Toulouse FC","France","Châteauroux",NA,"Free"
"02/06","Albanie","Klodian Duro","in","Rizespor","Turkey","Bielefeld","Germany",""
"18/06","Croatie","Marijo Maric","in","Kärnten","Austria","Bielefeld","Germany","150 k€"
"01/07","Afrique du Sud","Delron Buckley","in","Bochum",NA,"Bielefeld","Germany","250 k€"
"01/07","Gambie","Mohammed Camara","in","Oggersheim",NA,"Bielefeld","Germany",""
"01/07","Allemagne","Michael Fink","in","Giessen",NA,"Bielefeld","Germany",""
"01/07","Allemagne","H.  Grieneisen","in",NA,NA,"Bielefeld","Germany",""
"01/07","Allemagne","M.  Langkamp","in",NA,NA,"Bielefeld","Germany",""
"01/07","Espagne","Diego León","in","Castilla B","Spain","Bielefeld","Germany","Free"
"01/07","Brésil","Roger Bernardo","in","União São João","Brazil","Bielefeld","Germany",""
"01/07","Allemagne","Markus Schuler","in","Hannover 96",NA,"Bielefeld","Germany",""
"01/07","Macédoine du Nord","Vanco Trajanov","in","Loko Plovdiv","Bulgaria","Bielefeld","Germany",""
"05/07","Roumanie","C.  Raducanu","in","Espanyol","Spain","Bielefeld","Germany",""
"06/08","Albanie","Ervin Skela","in","E Francfort",NA,"Bielefeld","Germany",""
"01/01","Allemagne","Heiner Backhaus","in","M'gladbach",NA,"Bielefeld","Germany",""
"01/01","Portugal","Roberto Pinto","in","Hertha",NA,"Bielefeld","Germany","Free"
"01/01","Pologne","Tomasz Wisio","in","A. Kärnten","Austria","Bielefeld","Germany",""
"28/01","Allemagne","Igor Lazic","in","Hoyerswerda",NA,"Bielefeld","Germany","assistant manager"
"31/01","Monténégro","R.  Djalovic","in","NK Zagreb","Croatia","Bielefeld","Germany","Loan"
"01/07","Allemagne","Martin Amedick","out","Bielefeld","Germany","Braunschweig",NA,"Free"
"01/07","Allemagne","Benschneider","out","Bielefeld","Germany","FC Köln",NA,""
"01/07","Zimbabwe","N. B.  Katanha","out","Bielefeld","Germany","Selangor","Malaysia",""
"01/07","Pologne","Maciej Murawski","out","Bielefeld","Germany","Aris","Greece",""
"01/07","Allemagne","A.  Pölking","out","Bielefeld","Germany","Darmstadt",NA,""
"01/07","Allemagne","S.  Radtke","out","Bielefeld","Germany","Eintracht Trier",NA,""
"01/07","Colombie","B.  Sinisterra","out","Bielefeld","Germany","Eintracht Trier",NA,""
"01/10","Autriche","Zeljko Radovic","out","Bielefeld","Germany","KSV","Austria",""
"01/10","Brésil","Roger Bernardo","out","Bielefeld","Germany","Santo André","Brazil",""
"01/01","Croatie","Marijo Maric","out","Bielefeld","Germany","Eintracht Trier",NA,""
"11/05","Allemagne","Uwe Rapolder","out","Bielefeld","Germany",NA,NA,"manager"
"11/06","Allemagne","Paul Freier","in","Bochum",NA,"Bayer Leverkusen","Germany","3.5 M€"
"01/07","Allemagne","Gonzalo Castro","in","Stuttgart",NA,"Bayer Leverkusen","Germany",""
"01/07","Allemagne","Sascha Dum","in",NA,NA,"Bayer Leverkusen","Germany",""
"01/07","Pologne","Jacek Krzynowek","in","FC Nürnberg",NA,"Bayer Leverkusen","Germany",""
"01/07","Ukraine","Andriy Voronin","in","FC Köln",NA,"Bayer Leverkusen","Germany",""
"08/07","Brésil","Roque Júnior","in","Siena","Italy","Bayer Leverkusen","Germany","Free"
"01/01","Etats-Unis","Landon Donovan","in","San Jose","United States","Bayer Leverkusen","Germany","Return from loan"
"18/01","Allemagne","Rudi Völler","in",NA,NA,"Bayer Leverkusen","Germany","Sporting Director"
"27/05","Brésil","Lúcio","out","Bayer Leverkusen","Germany","Bayern",NA,"13 M€"
"09/06","Turquie","Y.  Bastürk","out","Bayer Leverkusen","Germany","Hertha",NA,"Free"
"29/06","Allemagne","Jürgen Kohler","out","Bayer Leverkusen","Germany","Duisburg",NA,"Sporting Director"
"01/07","Suisse","T.  Barnetta","out","Bayer Leverkusen","Germany","Hannover 96",NA,"Loan"
"01/07","Australie","Frank Juric","out","Bayer Leverkusen","Germany","Hannover 96",NA,"Free"
"01/07","Suisse","Ilja Kaenzig","out","Bayer Leverkusen","Germany","Hannover 96",NA,"Chief Executive"
"01/07","Norvège","T.-K. Karlsen","out","Bayer Leverkusen","Germany","Hannover 96",NA,"scout"
"01/07","Allemagne","Oliver Neuville","out","Bayer Leverkusen","Germany","M'gladbach",NA,"Free"
"01/07","Allemagne","Zoltan Sebescen","out","Bayer Leverkusen","Germany",NA,NA,""
"31/12","Suède","Teddy Lucic","out","Bayer Leverkusen","Germany","Hacken","Sweden","Free"
"01/01","Etats-Unis","Jermaine Jones","out","Bayer Leverkusen","Germany","E Francfort",NA,"Free"
"01/01","Pologne","R.  Kaluzny","out","Bayer Leverkusen","Germany","RW Essen",NA,""
"06/01","Allemagne","Hanno Balitsch","out","Bayer Leverkusen","Germany","Mainz",NA,"500 k€"
"31/03","Etats-Unis","Landon Donovan","out","Bayer Leverkusen","Germany","LA Galaxy","United States","1 M€"
"27/05","Brésil","Lúcio","in","Bayer",NA,"Bayern Munich","Germany","13 M€"
"14/06","Allemagne","A.  Görlitz","in","Munich 1860",NA,"Bayern Munich","Germany","3 M€"
"01/07","Allemagne","Josef Eichkorn","in","Stuttgart",NA,"Bayern Munich","Germany","assistant manager"
"01/07","Allemagne","Torsten Frings","in","Dortmund",NA,"Bayern Munich","Germany","9.3 M€"
"01/07","Iran","Vahid Hashemian","in","Bochum",NA,"Bayern Munich","Germany","2 M€"
"01/07","Allemagne","Werner Leuthard","in","Austria Vienna","Austria","Bayern Munich","Germany","fitness coach"
"01/07","Allemagne","Felix Magath","in","Stuttgart",NA,"Bayern Munich","Germany","manager"
"05/01","France","B.  Lizarazu","in","Marseille","France","Bayern Munich","Germany","Free"
"23/05","Allemagne","Ottmar Hitzfeld","out","Bayern Munich","Germany",NA,NA,"manager"
"01/07","Allemagne","Michael Henke","out","Bayern Munich","Germany","Kaiserslautern",NA,"assistant manager"
"01/07","Bosnie-Herzégovine","Z.  Misimovic","out","Bayern Munich","Germany","Bochum",NA,"Free"
"26/07","France","B.  Lizarazu","out","Bayern Munich","Germany","Marseille","France","Free"
"01/06","République tchèque","V.  Lokvenc","in","Kaiserslautern",NA,"Bochum","Germany","Free"
"01/07","Danemark","Tommy Bechmann","in","Esbjerg","Denmark","Bochum","Germany","1.5 M€"
"01/07","Allemagne","Claus Costa","in","Bayer",NA,"Bochum","Germany",""
"01/07","Allemagne","Sebastian Hille","in",NA,NA,"Bochum","Germany",""
"01/07","Slovénie","A.  Knavs","in","Kaiserslautern",NA,"Bochum","Germany","Free"
"01/07","Allemagne","Marcel Maltritz","in","HSV",NA,"Bochum","Germany","Free"
"01/07","Bosnie-Herzégovine","Z.  Misimovic","in","Bayern",NA,"Bochum","Germany","Free"
"01/07","Allemagne","C.  Preuss","in","E Francfort",NA,"Bochum","Germany",""
"01/07","République tchèque","Filip Trojan","in","Schalke 04 B",NA,"Bochum","Germany",""
"01/01","Turquie","Akyel Fatih","in",NA,NA,"Bochum","Germany","Free"
"01/01","Allemagne","Dennis Grote","in","RW Essen",NA,"Bochum","Germany",""
"11/01","Danemark","P.  Skov-Jensen","in","Midtjylland","Denmark","Bochum","Germany",""
"11/06","Allemagne","Paul Freier","out","Bochum","Germany","Bayer",NA,"3.5 M€"
"15/06","Nigeria","Sunday Oliseh","out","Bochum","Germany","Dortmund",NA,""
"01/07","Afrique du Sud","Delron Buckley","out","Bochum","Germany","Bielefeld",NA,"250 k€"
"01/07","Allemagne","F.  Fahrenhorst","out","Bochum","Germany","Werder",NA,""
"01/07","Islande","B.  Gudjonsson","out","Bochum","Germany","Coventry","England","Free"
"01/07","Iran","Vahid Hashemian","out","Bochum","Germany","Bayern",NA,"2 M€"
"01/07","Pays-Bas","Anton Vriesde","out","Bochum","Germany","Helmond","Netherlands",""
"25/01","Serbie","Miroslav Stevic","out","Bochum","Germany","Unterhaching",NA,""
"28/01","Islande","T.  Gudjónsson","out","Bochum","Germany","Stoke City","England","Free"
"01/06","Pays-Bas","B.  van Marwijk","in","Feyenoord","Netherlands","Dortmund","Germany","manager"
"15/06","Nigeria","Sunday Oliseh","in","Bochum",NA,"Dortmund","Germany",""
"01/07","Allemagne","Lothar Huber","in","Hassel",NA,"Dortmund","Germany","assistant manager"
"01/07","Pays-Bas","Egid Kiesouw","in","PSV","Netherlands","Dortmund","Germany","fitness coach"
"01/07","Allemagne","M.-A. Kruska","in",NA,NA,"Dortmund","Germany",""
"06/07","Allemagne","Florian Kringe","in","FC Köln",NA,"Dortmund","Germany","Return from loan"
"18/01","Pologne","E.  Smolarek","in","Feyenoord","Netherlands","Dortmund","Germany",""
"31/05","Allemagne","Matthias Sammer","out","Dortmund","Germany","Stuttgart",NA,"manager"
"20/06","Brésil","F.  Conceição","out","Dortmund","Germany","Galatasaray","Turkey","Free"
