"TDate","Nat","Name","InOut","ClubFrom","DivFrom","ClubTo","DivTo","Amount"
"20/12","Brésil","Felipe Pires","out","Hoffenheim","Germany","Palmeiras","Brazil","Loan"
"30/12","Allemagne","Kevin Akpoguma","out","Hoffenheim","Germany","Hannover 96",NA,"Loan"
"03/01","Suisse","Gregor Kobel","out","Hoffenheim","Germany","Augsburg",NA,"Loan"
"06/01","Italie","Vincenzo Grifo","out","Hoffenheim","Germany","Freiburg",NA,"Loan"
"09/01","Suisse","Steven Zuber","out","Hoffenheim","Germany","Stuttgart",NA,"Loan"
"30/01","Pays-Bas","Justin Hoogma","out","Hoffenheim","Germany","St. Pauli",NA,"Loan"
"31/01","Norvège","H.  Nordtveit","out","Hoffenheim","Germany","Fulham","England","Loan"
"01/04","Allemagne","Michael Mutzel","out","Hoffenheim","Germany","HSV",NA,"scout"
"28/06","France","J.-P. Mateta","in","Lyon","France","Mainz","Germany","10 M€"
"30/06","Espagne","J.  Rodríguez","in","Mac. Tel-Aviv","Israel","Mainz","Germany","Return from loan"
"01/07","France","G.  Bussmann","in","Freiburg",NA,"Mainz","Germany","Return from loan"
"01/07","Kosovo","Besar Halimi","in","Bröndby","Denmark","Mainz","Germany","Return from loan"
"01/07","Allemagne","Jannik Huth","in","Sp. Rotterdam","Netherlands","Mainz","Germany","Return from loan"
"01/07","Autriche","Philipp Mwene","in","Kaiserslautern",NA,"Mainz","Germany",""
"06/07","Cameroun","P. K.  Malong","in","Atlético B","Spain","Mainz","Germany",""
"07/07","France","M.  Niakhaté","in","Metz","France","Mainz","Germany","6 M€"
"05/08","Espagne","Aarón Martín","in","Espanyol","Spain","Mainz","Germany","10 M€"
"27/08","Pays-Bas","J.-P. Boëtius","in","Feyenoord","Netherlands","Mainz","Germany","3.5 M€"
"31/08","Ghana","Issah Abass","in","Olimpija","Slovenia","Mainz","Germany","2 M€"
"26/06","France","Abdou Diallo","out","Mainz","Germany","Dortmund",NA,"28 M€"
"30/06","Nigeria","Leon Balogun","out","Mainz","Germany","Brighton","England","Free"
"30/06","Pays-Bas","Nigel de Jong","out","Mainz","Germany","Al Ahli","Qatar","Free"
"01/07","Allemagne","Suat Serdar","out","Mainz","Germany","Schalke 04",NA,"11 M€"
"03/07","Bosnie-Herzégovine","Kenan Kodro","out","Mainz","Germany","Copenhague","Denmark","1.6 M€"
"02/08","Japon","Yoshinori Muto","out","Mainz","Germany","Newcastle","England","10.7 M€"
"28/08","Espagne","J.  Rodríguez","out","Mainz","Germany","Sittard","Netherlands","Loan"
"30/08","Argentine","Pablo de Blasis","out","Mainz","Germany","Eibar","Spain","2 M€"
"31/08","Kosovo","Besar Halimi","out","Mainz","Germany","Bröndby","Denmark","300 k€"
"01/07","Allemagne","Kevin Goden","in","FC Köln B",NA,"FC Nürnberg","Germany",""
"01/07","Autriche","F.  Klausner","in","Salzburg U-19","Austria","FC Nürnberg","Germany","fitness coach"
"01/07","Allemagne","Törles Knöll","in","HSV",NA,"FC Nürnberg","Germany",""
"01/07","Allemagne","C.  Mathenia","in","HSV",NA,"FC Nürnberg","Germany",""
"01/07","Allemagne","Martin Scharrer","in","Ingolstadt",NA,"FC Nürnberg","Germany","goalkeeping coach"
"02/07","Allemagne","T.  Tillmann","in","Bayern B",NA,"FC Nürnberg","Germany","Loan"
"05/07","Allemagne","Robert Bauer","in","Werder",NA,"FC Nürnberg","Germany","Loan"
"27/07","Allemagne","Patric Klandt","in","Freiburg",NA,"FC Nürnberg","Germany","Free"
"19/08","Japon","Yuya Kubo","in","La Gantoise","Belgium","FC Nürnberg","Germany","Loan"
"31/08","Brésil","Matheus Pereira","in","Sporting CP","Portugal","FC Nürnberg","Germany","Loan"
"31/08","Pays-Bas","Virgil Misidjan","in","Ludogorets","Bulgaria","FC Nürnberg","Germany",""
"30/01","Croatie","Ivo Ilicevic","in",NA,NA,"FC Nürnberg","Germany",""
"19/06","Suisse","Ulisses Garcia","out","FC Nürnberg","Germany","Young Boys","Switzerland",""
"01/07","Kosovo","Enis Alushi","out","FC Nürnberg","Germany",NA,NA,""
"01/07","Slovénie","Miso Brecko","out","FC Nürnberg","Germany",NA,NA,""
"01/07","Allemagne","T.  Kirschbaum","out","FC Nürnberg","Germany","Bayer",NA,""
"01/07","Allemagne","Kevin Möhwald","out","FC Nürnberg","Germany","Werder",NA,""
"01/07","Allemagne","M.  Stefaniak","out","FC Nürnberg","Germany","Wolfsburg B",NA,"Return from loan"
"01/07","Allemagne","Tobias Werner","out","FC Nürnberg","Germany","Stuttgart B",NA,"Return from loan"
"02/07","Géorgie","Lucas Hufnagel","out","FC Nürnberg","Germany","Unterhaching",NA,""
"28/08","Roumanie","Laszlo Sepsi","out","FC Nürnberg","Germany","U Cluj","Romania",""
"29/10","Allemagne","Reiner Geyer","out","FC Nürnberg","Germany","Admira","Austria","Head of Youth Development"
"12/02","Allemagne","A.  Bornemann","out","FC Nürnberg","Germany",NA,NA,"sporting adviser"
"12/02","Allemagne","M.  Köllner","out","FC Nürnberg","Germany",NA,NA,"manager"
"12/06","Uruguay","M.  Saracchi","in","River Plate","Argentina","RB Leipzig","Germany","13.5 M€"
"24/06","Brésil","Matheus Cunha","in","FC Sion","Switzerland","RB Leipzig","Germany","15 M€"
"01/07","Turquie","Nukan Atinç","in","Besiktas","Turkey","RB Leipzig","Germany","Return from loan"
"01/07","Belgique","Massimo Bruno","in","Anderlecht","Belgium","RB Leipzig","Germany","Return from loan"
"01/07","France","Nordi Mukiele","in","Montpellier","France","RB Leipzig","Germany","16 M€"
"01/07","Allemagne","Marius Müller","in","Kaiserslautern",NA,"RB Leipzig","Germany","Return from loan"
"09/07","Etats-Unis","Jesse Marsch","in",NA,NA,"RB Leipzig","Germany","assistant manager"
"01/12","Allemagne","Ruwen Faller","in","Schalke 04",NA,"RB Leipzig","Germany","fitness coach"
"01/01","Etats-Unis","Tyler Adams","in","Red Bulls","United States","RB Leipzig","Germany","Free"
"01/01","Mali","Amadou Haidara","in","Salzburg","Austria","RB Leipzig","Germany","18 M€"
"31/01","Angleterre","E.  Smith Rowe","in","Arsenal","England","RB Leipzig","Germany","Loan"
"16/05","Autriche","R.  Hasenhüttl","out","RB Leipzig","Germany",NA,NA,"manager"
"24/06","Allemagne","Dominik Kaiser","out","RB Leipzig","Germany","Bröndby","Denmark",""
"28/06","Bélarus","A.  Shpilevskiy","out","RB Leipzig","Germany","Dinamo Brest","Belarus","youth coach"
"01/07","Suisse","Fabio Coltorti","out","RB Leipzig","Germany",NA,NA,""
"01/07","Guinée","Naby Keïta","out","RB Leipzig","Germany","Liverpool","England","55 M€"
"01/07","Angleterre","Ademola Lookman","out","RB Leipzig","Germany","Everton","England","Return from loan"
"01/07","Allemagne","Danny Röhl","out","RB Leipzig","Germany",NA,NA,"assistant manager"
"01/07","Allemagne","Danny Röhl","out","RB Leipzig","Germany",NA,NA,"analyste des performances"
"01/07","Allemagne","Benno Schmitz","out","RB Leipzig","Germany","FC Köln",NA,""
"05/07","Brésil","Bernardo","out","RB Leipzig","Germany","Brighton","England","10.2 M€"
"06/07","Hongrie","Zsolt Kalmar","out","RB Leipzig","Germany","Dunajska S.","Slovakia",""
"13/07","Hongrie","Zsolt Löw","out","RB Leipzig","Germany","Paris S-G","France","assistant manager"
"17/07","Suisse","Philipp Köhn","out","RB Leipzig","Germany","Liefering","Austria",""
"31/08","Belgique","Massimo Bruno","out","RB Leipzig","Germany","Charleroi","Belgium",""
"01/07","Allemagne","Johannes Geis","in","Sevilla FC","Spain","Schalke 04","Germany","Return from loan"
"01/07","Sénégal","Salif Sané","in","Hannover 96",NA,"Schalke 04","Germany","8 M€"
"01/07","Allemagne","Suat Serdar","in","Mainz",NA,"Schalke 04","Germany","11 M€"
"01/07","Allemagne","S.  Skrzybski","in","Union",NA,"Schalke 04","Germany","3.5 M€"
"01/07","Allemagne","Mark Uth","in","Hoffenheim",NA,"Schalke 04","Germany","Free"
"02/07","Espagne","Omar Mascarell","in","Real Madrid","Spain","Schalke 04","Germany","10 M€"
"17/08","Maroc","Hamza Mendyl","in","Lille","France","Schalke 04","Germany","6 M€"
"28/08","Allemagne","Sebastian Rudy","in","Bayern",NA,"Schalke 04","Germany","16 M€"
"30/01","Pays de Galles","Rabbi Matondo","in","Man City U-19","England","Schalke 04","Germany","12.6 M€"
"31/01","Pays-Bas","Jeffrey Bruma","in","Wolfsburg",NA,"Schalke 04","Germany","Loan"
"15/03","Pays-Bas","Huub Stevens","in",NA,NA,"Schalke 04","Germany","manager"
